"as_of_date","variable","c_value","i_value","f_value","e_value","v_value","average_pre_cv"
2020-08-13,"staple",99.6,,0.046117543029196,,,"4514551"
2020-08-14,"staple",99.51,,0.0460953924321599,,,"4514551"
2020-08-15,"staple",99.605,,0.045918187655871,,,"4514551"
2020-08-16,"staple",99.605,,0.0458074346706904,,,"4514551"
2020-08-17,"staple",99.7,,0.0455637781032931,,,"4514551"
2020-08-18,"staple",99.08,,0.0454973263121848,,,"4514551"
2020-08-19,"staple",98.7,,0.0454530251181125,,,"4514551"
2020-08-20,"staple",98.23,,0.0454087239240403,,,"4514551"
2020-08-21,"staple",97.82,,0.0452758203418236,,,"4514551"
2020-08-22,"staple",97.76,,0.0450543143714624,,,"4514551"
2020-08-23,"staple",97.76,,0.0449878625803541,,,"4514551"
2020-08-24,"staple",97.7,,0.0447663566099929,,,"4514551"
2020-08-25,"staple",97.87,,0.0446556036248123,,,"4514551"
2020-08-26,"staple",98.6,,0.0444340976544511,,,"4514551"
2020-08-27,"staple",100.14,,0.0443454952663067,,,"4514551"
2020-08-28,"staple",101.27,,0.0444783988485234,,,"4514551"
2020-08-29,"staple",103.165,,0.0436366761611509,,,"4514551"
2020-08-30,"staple",103.165,,0.0435480737730064,,,"4514551"
2020-08-31,"staple",103.165,93.2,0.0430386100411757,,,"4514551"
2020-09-01,"staple",105.06,,0.0306342757009501,,,"4514551"
2020-09-02,"staple",108.8,,0.0306342757009501,,,"4514551"
2020-09-03,"staple",108.45,,0.0305899745068779,,,"4514551"
2020-09-04,"staple",107.84,,0.0305678239098418,,,"4514551"
2020-09-05,"staple",106.555,,0.0305013721187334,,,"4514551"
2020-09-06,"staple",106.555,,0.0305013721187334,,,"4514551"
2020-09-07,"staple",105.27,,0.0303906191335528,,,"4514551"
2020-09-08,"staple",105.81,,0.0302577155513361,,,"4514551"
2020-09-09,"staple",101.35,,0.0302355649543,,,"4514551"
2020-09-10,"staple",100.77,,0.0302134143572639,,,"4514551"
2020-09-11,"staple",100,,0.0301691131631916,,,"4514551"
2020-09-12,"staple",99.43,,0.0300805107750472,,,"4514551"
2020-09-13,"staple",99.43,,0.0300583601780111,,,"4514551"
2020-09-14,"staple",98.86,,0.0299033059987582,,,"4514551"
2020-09-15,"staple",98.74,,0.0298147036106138,,,"4514551"
2020-09-16,"staple",98.67,,0.0297482518195054,,,"4514551"
2020-09-17,"staple",98.56,,0.0297039506254332,,,"4514551"
2020-09-18,"staple",98.38,,0.0296818000283971,,,"4514551"
2020-09-19,"staple",98.805,,0.0295710470432165,,,"4514551"
2020-09-20,"staple",98.805,,0.0295488964461804,,,"4514551"
2020-09-21,"staple",99.23,,0.0293716916698914,,,"4514551"
2020-09-22,"staple",98.93,,0.0293052398787831,,,"4514551"
2020-09-23,"staple",99.72,,0.0292609386847108,,,"4514551"
2020-09-24,"staple",100.12,,0.0292166374906386,,,"4514551"
2020-09-25,"staple",100.7,,0.0291501856995303,,,"4514551"
2020-09-26,"staple",102.71,,0.0287957761469524,,,"4514551"
2020-09-27,"staple",102.71,,0.0287514749528801,,,"4514551"
2020-09-28,"staple",104.72,,0.0286185713706634,,,"4514551"
2020-09-29,"staple",106.49,,0.0284856677884467,,,"4514551"
2020-09-30,"staple",106.92,97.4,0.0284635171914106,4515880,2.8,"4514551"
2020-10-01,"staple",109.04,,0.0231916750968147,,,"4514551"
2020-10-02,"staple",110.54,,0.0231916750968147,,,"4514551"
2020-10-03,"staple",109.56,,0.0231916750968147,,,"4514551"
2020-10-04,"staple",109.56,,0.0231916750968147,,,"4514551"
2020-10-05,"staple",108.58,,0.0231695244997786,,,"4514551"
2020-10-06,"staple",105.31,,0.0231252233057064,,,"4514551"
2020-10-07,"staple",106.71,,0.0231252233057064,,,"4514551"
2020-10-08,"staple",104.27,,0.0231030727086703,,,"4514551"
2020-10-09,"staple",102.11,,0.0231030727086703,,,"4514551"
2020-10-10,"staple",101.23,,0.0230809221116341,,,"4514551"
2020-10-11,"staple",101.23,,0.0230809221116341,,,"4514551"
2020-10-12,"staple",100.35,,0.0230366209175619,,,"4514551"
2020-10-13,"staple",101.81,,0.0230144703205258,,,"4514551"
2020-10-14,"staple",99.3,,0.0230144703205258,,,"4514551"
2020-10-15,"staple",99.61,,0.0229923197234897,,,"4514551"
2020-10-16,"staple",100.07,,0.0229701691264536,,,"4514551"
2020-10-17,"staple",100.225,,0.0229037173353452,,,"4514551"
2020-10-18,"staple",100.225,,0.0229037173353452,,,"4514551"
2020-10-19,"staple",100.38,,0.0228372655442368,,,"4514551"
2020-10-20,"staple",100.53,,0.0228372655442368,,,"4514551"
2020-10-21,"staple",100.94,,0.0227708137531285,,,"4514551"
2020-10-22,"staple",101,,0.0227265125590563,,,"4514551"
2020-10-23,"staple",101.05,,0.0227043619620201,,,"4514551"
2020-10-24,"staple",101.895,,0.0225936089768396,,,"4514551"
2020-10-25,"staple",101.895,,0.0225714583798034,,,"4514551"
2020-10-26,"staple",102.74,,0.0224385547975867,,,"4514551"
2020-10-27,"staple",103.39,,0.0224164042005506,,,"4514551"
2020-10-28,"staple",104.25,,0.0224164042005506,,,"4514551"
2020-10-29,"staple",105.63,,0.0223499524094423,,,"4514551"
2020-10-30,"staple",106.88,,0.02230565121537,,,"4514551"
2020-10-31,"staple",110.37,99.5,0.0214639285279976,,,"4514551"
2020-11-01,"staple",110.37,,0.0265364152492684,,,"4514551"
2020-11-02,"staple",113.86,,0.0266028670403768,,,"4514551"
2020-11-03,"staple",116.99,,0.0266250176374129,,,"4514551"
2020-11-04,"staple",119.17,,0.0266693188314851,,,"4514551"
2020-11-05,"staple",119.63,,0.0281755594299411,,,"4514551"
2020-11-06,"staple",117.75,,0.0282863124151217,,,"4514551"
2020-11-07,"staple",113.97,,0.0283084630121578,,,"4514551"
2020-11-08,"staple",113.97,,0.0283084630121578,,,"4514551"
2020-11-09,"staple",110.19,,0.0284413665943745,,,"4514551"
2020-11-10,"staple",106.79,,0.0284635171914106,,,"4514551"
2020-11-11,"staple",104.33,,0.0284856677884467,,,"4514551"
2020-11-12,"staple",102.57,,0.0284856677884467,,,"4514551"
2020-11-13,"staple",103.38,,0.0285078183854829,,,"4514551"
2020-11-14,"staple",103.88,,0.0284856677884467,,,"4514551"
2020-11-15,"staple",103.88,,0.0284635171914106,,,"4514551"
2020-11-16,"staple",104.38,,0.0284413665943745,,,"4514551"
2020-11-17,"staple",104.78,,0.0284192159973384,,,"4514551"
2020-11-18,"staple",104.92,,0.0283970654003023,,,"4514551"
2020-11-19,"staple",105.25,,0.0283970654003023,,,"4514551"
2020-11-20,"staple",105.75,,0.0283749148032661,,,"4514551"
2020-11-21,"staple",106.74,,0.0283306136091939,,,"4514551"
2020-11-22,"staple",106.74,,0.0283084630121578,,,"4514551"
2020-11-23,"staple",107.73,,0.0282641618180856,,,"4514551"
2020-11-24,"staple",107.99,,0.0282198606240133,,,"4514551"
2020-11-25,"staple",108.86,,0.0281755594299411,,,"4514551"
2020-11-26,"staple",110.47,,0.0280869570417966,,,"4514551"
2020-11-27,"staple",112,,0.0280648064447605,,,"4514551"
2020-11-28,"staple",114.815,,0.0280426558477244,,,"4514551"
2020-11-29,"staple",114.815,,0.0279097522655077,,,"4514551"
2020-11-30,"staple",117.63,99.9,0.0276660956981104,,,"4514551"
2020-12-01,"staple",120.78,,0.0301469625661555,,,"4514551"
2020-12-02,"staple",123.65,,0.0301248119691194,,,"4514551"
2020-12-03,"staple",124.49,,0.0300583601780111,,,"4514551"
2020-12-04,"staple",124.92,,0.0300583601780111,,,"4514551"
2020-12-05,"staple",123.96,,0.0300805107750472,,,"4514551"
2020-12-06,"staple",123.96,,0.0300805107750472,,,"4514551"
2020-12-07,"staple",123,,0.0300805107750472,,,"4514551"
2020-12-08,"staple",121.62,,0.0300583601780111,,,"4514551"
2020-12-09,"staple",120.79,,0.0300362095809749,,,"4514551"
2020-12-10,"staple",120.88,,0.0300362095809749,,,"4514551"
2020-12-11,"staple",121.08,,0.0300362095809749,,,"4514551"
2020-12-12,"staple",120.595,,0.0300140589839388,,,"4514551"
2020-12-13,"staple",120.595,,0.0300140589839388,,,"4514551"
2020-12-14,"staple",120.11,,0.0300140589839388,,,"4514551"
2020-12-15,"staple",121.13,,0.0299919083869027,,,"4514551"
2020-12-16,"staple",121.81,,0.0299697577898666,,,"4514551"
2020-12-17,"staple",122.67,,0.0299697577898666,,,"4514551"
2020-12-18,"staple",123.9,,0.0299476071928305,,,"4514551"
2020-12-19,"staple",127.55,,0.0299476071928305,,,"4514551"
2020-12-20,"staple",127.55,,0.0300583601780111,,,"4514551"
2020-12-21,"staple",131.2,,0.0301026613720833,,,"4514551"
2020-12-22,"staple",140.63,,0.0300583601780111,,,"4514551"
2020-12-23,"staple",150.41,,0.0300805107750472,,,"4514551"
2020-12-24,"staple",160.82,,0.0300362095809749,,,"4514551"
2020-12-25,"staple",131.415,,0.0300362095809749,,,"4514551"
2020-12-26,"staple",131.415,,0.0299033059987582,,,"4514551"
2020-12-27,"staple",131.415,,0.0298811554017221,,,"4514551"
2020-12-28,"staple",131.415,,0.0298147036106138,,,"4514551"
2020-12-29,"staple",102.01,,0.0296596494313609,,,"4514551"
2020-12-30,"staple",92.4,,0.0295710470432165,,,"4514551"
2020-12-31,"staple",82.14,102.3,0.0293273904758192,4385860,3.2,"4514551"
2021-01-01,"staple",82.545,,0.0422854897419478,,,"4514551"
2021-01-02,"staple",82.545,,0.0422854897419478,,,"4514551"
2021-01-03,"staple",82.545,,0.0422854897419478,,,"4514551"
2021-01-04,"staple",82.95,,0.0423740921300922,,,"4514551"
2021-01-05,"staple",103.46,,0.0426398992945256,,,"4514551"
2021-01-06,"staple",100.8,,0.0427506522797062,,,"4514551"
2021-01-07,"staple",97.79,,0.0427728028767423,,,"4514551"
2021-01-08,"staple",99.36,,0.0428171040708146,,,"4514551"
2021-01-09,"staple",103.135,,0.0428614052648868,,,"4514551"
2021-01-10,"staple",103.135,,0.0428614052648868,,,"4514551"
2021-01-11,"staple",106.91,,0.0429278570559952,,,"4514551"
2021-01-12,"staple",102.72,,0.0429278570559952,,,"4514551"
2021-01-13,"staple",102.13,,0.0429500076530313,,,"4514551"
2021-01-14,"staple",101.51,,0.0429500076530313,,,"4514551"
2021-01-15,"staple",100.32,,0.0429278570559952,,,"4514551"
2021-01-16,"staple",100.72,,0.0428392546678507,,,"4514551"
2021-01-17,"staple",100.72,,0.0428614052648868,,,"4514551"
2021-01-18,"staple",101.12,,0.042905706458959,,,"4514551"
2021-01-19,"staple",101.07,,0.042905706458959,,,"4514551"
2021-01-20,"staple",100.86,,0.0428835558619229,,,"4514551"
2021-01-21,"staple",100.59,,0.0428171040708146,,,"4514551"
2021-01-22,"staple",101.34,,0.0427728028767423,,,"4514551"
2021-01-23,"staple",101.02,,0.0426842004885979,,,"4514551"
2021-01-24,"staple",101.02,,0.0426398992945256,,,"4514551"
2021-01-25,"staple",100.7,,0.0425734475034173,,,"4514551"
2021-01-26,"staple",101.06,,0.0424183933241645,,,"4514551"
2021-01-27,"staple",101.8,,0.0423740921300922,,,"4514551"
2021-01-28,"staple",103.25,,0.0425734475034173,,,"4514551"
2021-01-29,"staple",105.01,,0.0423740921300922,,,"4514551"
2021-01-30,"staple",108.05,,0.0413551646664308,,,"4514551"
2021-01-31,"staple",108.05,108.3,0.0410893575019974,,,"4514551"
2021-02-01,"staple",111.09,,0.0418424778012254,,,"4514551"
2021-02-02,"staple",112.69,,0.0418424778012254,,,"4514551"
2021-02-03,"staple",113.08,,0.0418424778012254,,,"4514551"
2021-02-04,"staple",113.47,,0.0418646283982615,,,"4514551"
2021-02-05,"staple",112.7,,0.0418646283982615,,,"4514551"
2021-02-06,"staple",111.385,,0.0418646283982615,,,"4514551"
2021-02-07,"staple",111.385,,0.0418646283982615,,,"4514551"
2021-02-08,"staple",110.07,,0.0419089295923338,,,"4514551"
2021-02-09,"staple",108.09,,0.0418867789952976,,,"4514551"
2021-02-10,"staple",106.76,,0.0418867789952976,,,"4514551"
2021-02-11,"staple",106.24,,0.0418867789952976,,,"4514551"
2021-02-12,"staple",106.89,,0.0418867789952976,,,"4514551"
2021-02-13,"staple",108.325,,0.0418646283982615,,,"4514551"
2021-02-14,"staple",108.325,,0.0418424778012254,,,"4514551"
2021-02-15,"staple",109.76,,0.0417538754130809,,,"4514551"
2021-02-16,"staple",110.9,,0.0416874236219726,,,"4514551"
2021-02-17,"staple",111.42,,0.0416874236219726,,,"4514551"
2021-02-18,"staple",111.32,,0.0416874236219726,,,"4514551"
2021-02-19,"staple",110.33,,0.0416652730249365,,,"4514551"
2021-02-20,"staple",108.185,,0.0415323694427198,,,"4514551"
2021-02-21,"staple",108.185,,0.0414659176516114,,,"4514551"
2021-02-22,"staple",106.04,,0.0413551646664308,,,"4514551"
2021-02-23,"staple",105,,0.0413108634723586,,,"4514551"
2021-02-24,"staple",103.93,,0.0412887128753225,,,"4514551"
2021-02-25,"staple",104.7,,0.0412444116812503,,,"4514551"
2021-02-26,"staple",105.69,,0.0411115080990336,,,"4514551"
2021-02-27,"staple",109.3,,0.0403140866057333,,,"4514551"
2021-02-28,"staple",109.3,,0.040247634814625,,,"4514551"
2021-03-01,"staple",112.91,,,,,"4514551"
2021-03-02,"staple",116.36,,,,,"4514551"
2021-03-03,"staple",119.81,,,,,"4514551"
2021-03-04,"staple",120.13,,,,,"4514551"
2021-03-05,"staple",120.6,,,,,"4514551"
2021-03-06,"staple",119.165,,,,,"4514551"
2021-03-07,"staple",119.165,,,,,"4514551"
2021-03-08,"staple",117.73,,,,,"4514551"
2021-03-09,"staple",116.33,,,,,"4514551"
2021-03-10,"staple",114.83,,,,,"4514551"
2021-03-11,"staple",114.85,,,,,"4514551"
2021-03-12,"staple",112.39,,,,,"4514551"
2021-03-13,"staple",114.94,,,,,"4514551"
2021-03-14,"staple",114.94,,,,,"4514551"
2021-03-15,"staple",117.49,,,,,"4514551"
2021-03-16,"staple",116.98,,,,,"4514551"
2021-03-17,"staple",116.94,,,,,"4514551"
2021-03-18,"staple",116.08,,,,,"4514551"
2021-03-19,"staple",117.82,,,,,"4514551"
2021-03-20,"staple",114.26,,,,,"4514551"
2021-03-21,"staple",114.26,,,,,"4514551"
2021-03-22,"staple",110.7,,,,,"4514551"
2021-03-23,"staple",110.67,,,,,"4514551"
2021-03-24,"staple",111.21,,,,,"4514551"
2021-03-25,"staple",111.07,,,,,"4514551"
2021-03-26,"staple",112.75,,,,,"4514551"
2021-03-27,"staple",115.275,,,,,"4514551"
2021-03-28,"staple",115.275,,,,,"4514551"
2021-03-29,"staple",117.8,,,,,"4514551"
2021-03-30,"staple",119.66,,,,,"4514551"
2021-03-31,"staple",121.21,,,,,"4514551"
2020-03-04,"work_related",110.11,,,,,"1574014"
2020-03-05,"work_related",109.9,,,,,"1574014"
2020-03-06,"work_related",109.54,,,,,"1574014"
2020-03-07,"work_related",107.975,,,,,"1574014"
2020-03-08,"work_related",107.975,,,,,"1574014"
2020-03-09,"work_related",106.41,,,,,"1574014"
2020-03-10,"work_related",104.66,,,,,"1574014"
2020-03-11,"work_related",103.59,,,,,"1574014"
2020-03-12,"work_related",102.74,,,,,"1574014"
2020-03-13,"work_related",101.32,,,,,"1574014"
2020-03-14,"work_related",99.585,,,,,"1574014"
2020-03-15,"work_related",99.585,,,,,"1574014"
2020-03-16,"work_related",97.85,,,,,"1574014"
2020-03-17,"work_related",96.18,,,,,"1574014"
2020-03-18,"work_related",95.02,,,,,"1574014"
2020-03-19,"work_related",93.7,,,,,"1574014"
2020-03-20,"work_related",92.6,,,,,"1574014"
2020-03-21,"work_related",89.665,,,,,"1574014"
2020-03-22,"work_related",89.665,,,,,"1574014"
2020-03-23,"work_related",86.73,,0.107622930926917,,,"1574014"
2020-03-24,"work_related",82.75,,0.116771515374069,,,"1574014"
2020-03-25,"work_related",78.12,,0.122743507999294,,,"1574014"
2020-03-26,"work_related",70.71,,0.126174227166976,,,"1574014"
2020-03-27,"work_related",63.94,,0.143772545860456,,,"1574014"
2020-03-28,"work_related",54.795,,0.14669501033663,,,"1574014"
2020-03-29,"work_related",54.795,,0.155970658456659,,,"1574014"
2020-03-30,"work_related",45.65,,0.173632508986578,,,"1574014"
2020-03-31,"work_related",40.81,86.7,0.174712550206034,1553572.41261812,2.3,"1574014"
2020-04-01,"work_related",36.92,,0.237545536443767,,,"1574014"
2020-04-02,"work_related",36.36,,0.238371450317469,,,"1574014"
2020-04-03,"work_related",35.55,,0.239515023373363,,,"1574014"
2020-04-04,"work_related",35.2,,0.239515023373363,,,"1574014"
2020-04-05,"work_related",35.2,,0.240595064592818,,,"1574014"
2020-04-06,"work_related",34.85,,0.235321922168418,,,"1574014"
2020-04-07,"work_related",35.24,,0.235576049514172,,,"1574014"
2020-04-08,"work_related",35.27,,0.235766645023488,,,"1574014"
2020-04-09,"work_related",35.2,,0.236020772369242,,,"1574014"
2020-04-10,"work_related",34.96,,0.236274899714996,,,"1574014"
2020-04-11,"work_related",34.96,,0.235893708696365,,,"1574014"
2020-04-12,"work_related",34.96,,0.236020772369242,,,"1574014"
2020-04-13,"work_related",34.96,,0.237164345425136,,,"1574014"
2020-04-14,"work_related",34.72,,0.237100813588697,,,"1574014"
2020-04-15,"work_related",34.06,,0.237164345425136,,,"1574014"
2020-04-16,"work_related",34.3,,0.237291409098013,,,"1574014"
2020-04-17,"work_related",34.8,,0.237482004607329,,,"1574014"
2020-04-18,"work_related",35.035,,0.235703113187049,,,"1574014"
2020-04-19,"work_related",35.035,,0.23652902706075,,,"1574014"
2020-04-20,"work_related",35.27,,0.240213873574187,,,"1574014"
2020-04-21,"work_related",35.04,,0.240150341737748,,,"1574014"
2020-04-22,"work_related",36.23,,0.240277405410625,,,"1574014"
2020-04-23,"work_related",36.28,,0.240277405410625,,,"1574014"
2020-04-24,"work_related",37.13,,0.240468000919941,,,"1574014"
2020-04-25,"work_related",38.535,,0.238244386644591,,,"1574014"
2020-04-26,"work_related",38.535,,0.23830791848103,,,"1574014"
2020-04-27,"work_related",39.94,,0.241611573975835,,,"1574014"
2020-04-28,"work_related",40.46,,0.241675105812274,,,"1574014"
2020-04-29,"work_related",40.65,,0.241675105812274,,,"1574014"
2020-04-30,"work_related",40.94,64.7,0.241865701321589,,,"1574014"
2020-05-01,"work_related",40.81,,0.248600075984076,,,"1574014"
2020-05-02,"work_related",41.06,,0.246376461708727,,,"1574014"
2020-05-03,"work_related",41.06,,0.246503525381604,,,"1574014"
2020-05-04,"work_related",41.31,,0.248282416801884,,,"1574014"
2020-05-05,"work_related",41.58,,0.248155353129006,,,"1574014"
2020-05-06,"work_related",42.38,,0.248409480474761,,,"1574014"
2020-05-07,"work_related",43.33,,0.248536544147638,,,"1574014"
2020-05-08,"work_related",44.025,,0.248600075984076,,,"1574014"
2020-05-09,"work_related",44.025,,0.246376461708727,,,"1574014"
2020-05-10,"work_related",44.025,,0.246503525381604,,,"1574014"
2020-05-11,"work_related",44.72,,0.248091821292568,,,"1574014"
2020-05-12,"work_related",44.87,,0.247964757619691,,,"1574014"
2020-05-13,"work_related",44.97,,0.247964757619691,,,"1574014"
2020-05-14,"work_related",45.4,,0.248028289456129,,,"1574014"
2020-05-15,"work_related",46.02,,0.248028289456129,,,"1574014"
2020-05-16,"work_related",47.305,,0.24535995232571,,,"1574014"
2020-05-17,"work_related",47.305,,0.244978761307079,,,"1574014"
2020-05-18,"work_related",48.59,,0.24580467518078,,,"1574014"
2020-05-19,"work_related",49.83,,0.245741143344341,,,"1574014"
2020-05-20,"work_related",50.68,,0.246058802526534,,,"1574014"
2020-05-21,"work_related",51.42,,0.246122334362973,,,"1574014"
2020-05-22,"work_related",52.38,,0.246122334362973,,,"1574014"
2020-05-23,"work_related",53.5,,0.243644592741869,,,"1574014"
2020-05-24,"work_related",53.5,,0.242628083358852,,,"1574014"
2020-05-25,"work_related",53.5,,0.244279911106254,,,"1574014"
2020-05-26,"work_related",54.62,,0.2440257837605,,,"1574014"
2020-05-27,"work_related",55.06,,0.243962251924062,,,"1574014"
2020-05-28,"work_related",55.8,,0.243898720087623,,,"1574014"
2020-05-29,"work_related",56.97,,0.243771656414746,,,"1574014"
2020-05-30,"work_related",58.535,,0.238625577663223,,,"1574014"
2020-05-31,"work_related",58.535,69,0.235512517677733,,,"1574014"
2020-06-01,"work_related",60.1,,0.218422453675761,,,"1574014"
2020-06-02,"work_related",63.53,,0.218358921839323,,,"1574014"
2020-06-03,"work_related",64.79,,0.218295390002884,,,"1574014"
2020-06-04,"work_related",65.17,,0.218358921839323,,,"1574014"
2020-06-05,"work_related",64.41,,0.218422453675761,,,"1574014"
2020-06-06,"work_related",62.895,,0.216389434909728,,,"1574014"
2020-06-07,"work_related",62.895,,0.215690584708903,,,"1574014"
2020-06-08,"work_related",61.38,,0.216008243891096,,,"1574014"
2020-06-09,"work_related",60.6,,0.216008243891096,,,"1574014"
2020-06-10,"work_related",60.22,,0.216071775727535,,,"1574014"
2020-06-11,"work_related",60.08,,0.216071775727535,,,"1574014"
2020-06-12,"work_related",60.19,,0.216198839400412,,,"1574014"
2020-06-13,"work_related",61.225,,0.214547011653009,,,"1574014"
2020-06-14,"work_related",61.225,,0.213975225125062,,,"1574014"
2020-06-15,"work_related",62.26,,0.214356416143694,,,"1574014"
2020-06-16,"work_related",63.33,,0.21410228879794,,,"1574014"
2020-06-17,"work_related",63.78,,0.21410228879794,,,"1574014"
2020-06-18,"work_related",64.38,,0.21410228879794,,,"1574014"
2020-06-19,"work_related",64.97,,0.214038756961501,,,"1574014"
2020-06-20,"work_related",66.085,,0.21187867452259,,,"1574014"
2020-06-21,"work_related",66.085,,0.210226846775188,,,"1574014"
2020-06-22,"work_related",67.2,,0.206732595771067,,,"1574014"
2020-06-23,"work_related",67.53,,0.20660553209819,,,"1574014"
2020-06-24,"work_related",68.67,,0.206542000261751,,,"1574014"
2020-06-25,"work_related",68.19,,0.206097277406681,,,"1574014"
2020-06-26,"work_related",71.32,,0.205207831696541,,,"1574014"
2020-06-27,"work_related",73.44,,0.200760603145842,,,"1574014"
2020-06-28,"work_related",73.44,,0.19777460683323,,,"1574014"
2020-06-29,"work_related",75.56,,0.193645037464724,,,"1574014"
2020-06-30,"work_related",76.02,78.2,0.193200314609654,1563628.70255042,0.7,"1574014"
2020-07-01,"work_related",76.15,,0.177698546518646,,,"1574014"
2020-07-02,"work_related",77.9,,0.177698546518646,,,"1574014"
2020-07-03,"work_related",76.44,,0.177444419172892,,,"1574014"
2020-07-04,"work_related",75.725,,0.177190291827137,,,"1574014"
2020-07-05,"work_related",75.725,,0.176554973462752,,,"1574014"
2020-07-06,"work_related",75.01,,0.175792591425489,,,"1574014"
2020-07-07,"work_related",75.91,,0.175538464079735,,,"1574014"
2020-07-08,"work_related",76.34,,0.175284336733981,,,"1574014"
2020-07-09,"work_related",76.39,,0.175157273061104,,,"1574014"
2020-07-10,"work_related",76.6,,0.174966677551788,,,"1574014"
2020-07-11,"work_related",78.175,,0.174649018369595,,,"1574014"
2020-07-12,"work_related",78.175,,0.173823104495894,,,"1574014"
2020-07-13,"work_related",79.75,,0.172933658785754,,,"1574014"
2020-07-14,"work_related",80.22,,0.172615999603561,,,"1574014"
2020-07-15,"work_related",80.58,,0.171218299201913,,,"1574014"
2020-07-16,"work_related",81.2,,0.169820598800265,,,"1574014"
2020-07-17,"work_related",82.02,,0.169185280435879,,,"1574014"
2020-07-18,"work_related",82.425,,0.168549962071494,,,"1574014"
2020-07-19,"work_related",82.425,,0.168041707379985,,,"1574014"
2020-07-20,"work_related",82.83,,0.16696166616053,,,"1574014"
2020-07-21,"work_related",83.65,,0.166707538814775,,,"1574014"
2020-07-22,"work_related",84.27,,0.166580475141898,,,"1574014"
2020-07-23,"work_related",84.82,,0.166389879632583,,,"1574014"
2020-07-24,"work_related",85.28,,0.166199284123267,,,"1574014"
2020-07-25,"work_related",85.035,,0.165691029431759,,,"1574014"
2020-07-26,"work_related",85.035,,0.164928647394496,,,"1574014"
2020-07-27,"work_related",84.79,,0.16384860617504,,,"1574014"
2020-07-28,"work_related",84.31,,0.163530946992848,,,"1574014"
2020-07-29,"work_related",84.25,,0.162959160464901,,,"1574014"
2020-07-30,"work_related",84.66,,0.162641501282708,,,"1574014"
2020-07-31,"work_related",85.6,81.9,0.161497928226814,,,"1574014"
2020-08-01,"work_related",88.12,,0.133416856520971,,,"1574014"
2020-08-02,"work_related",88.12,,0.133099197338778,,,"1574014"
2020-08-03,"work_related",90.64,,0.132400347137954,,,"1574014"
2020-08-04,"work_related",92.07,,0.1321462197922,,,"1574014"
2020-08-05,"work_related",92.41,,0.132019156119323,,,"1574014"
2020-08-06,"work_related",92.49,,0.131955624282884,,,"1574014"
2020-08-07,"work_related",92.24,,0.131828560610007,,,"1574014"
2020-08-08,"work_related",91.66,,0.131574433264253,,,"1574014"
2020-08-09,"work_related",91.66,,0.131320305918499,,,"1574014"
2020-08-10,"work_related",91.08,,0.130748519390552,,,"1574014"
2020-08-11,"work_related",91.36,,0.130621455717675,,,"1574014"
2020-08-12,"work_related",92.06,,0.130621455717675,,,"1574014"
2020-08-13,"work_related",92.53,,0.130494392044798,,,"1574014"
2020-08-14,"work_related",92.38,,0.130430860208359,,,"1574014"
2020-08-15,"work_related",91.345,,0.129986137353289,,,"1574014"
2020-08-16,"work_related",91.345,,0.129795541843973,,,"1574014"
2020-08-17,"work_related",90.31,,0.129033159806711,,,"1574014"
2020-08-18,"work_related",89.63,,0.128906096133834,,,"1574014"
2020-08-19,"work_related",89.36,,0.128842564297395,,,"1574014"
2020-08-20,"work_related",89.06,,0.128779032460957,,,"1574014"
2020-08-21,"work_related",89.58,,0.128588436951641,,,"1574014"
2020-08-22,"work_related",90.135,,0.12820724593301,,,"1574014"
2020-08-23,"work_related",90.135,,0.127889586750817,,,"1574014"
2020-08-24,"work_related",90.69,,0.127254268386431,,,"1574014"
2020-08-25,"work_related",91.28,,0.127063672877115,,,"1574014"
2020-08-26,"work_related",91.2,,0.1268730773678,,,"1574014"
2020-08-27,"work_related",92.04,,0.126682481858484,,,"1574014"
2020-08-28,"work_related",92.31,,0.126364822676291,,,"1574014"
2020-08-29,"work_related",94.2,,0.124077676564503,,,"1574014"
2020-08-30,"work_related",94.2,,0.122425848817101,,,"1574014"
2020-08-31,"work_related",94.2,83.1,0.120329298214628,,,"1574014"
2020-09-01,"work_related",96.09,,0.100761492591553,,,"1574014"
2020-09-02,"work_related",97.39,,0.100825024427991,,,"1574014"
2020-09-03,"work_related",97.1,,0.100761492591553,,,"1574014"
2020-09-04,"work_related",96.79,,0.100697960755114,,,"1574014"
2020-09-05,"work_related",96.715,,0.100570897082237,,,"1574014"
2020-09-06,"work_related",96.715,,0.100253237900044,,,"1574014"
2020-09-07,"work_related",96.64,,0.0999355787178513,,,"1574014"
2020-09-08,"work_related",94.21,,0.0997449832085356,,,"1574014"
2020-09-09,"work_related",93.27,,0.0996814513720971,,,"1574014"
2020-09-10,"work_related",93.48,,0.0996179195356585,,,"1574014"
2020-09-11,"work_related",93.6,,0.09955438769922,,,"1574014"
2020-09-12,"work_related",93.995,,0.0992367285170272,,,"1574014"
2020-09-13,"work_related",93.995,,0.0989826011712729,,,"1574014"
2020-09-14,"work_related",94.39,,0.0986014101526416,,,"1574014"
2020-09-15,"work_related",95.05,,0.098537878316203,,,"1574014"
2020-09-16,"work_related",95.52,,0.0984108146433259,,,"1574014"
2020-09-17,"work_related",95.15,,0.0983472828068874,,,"1574014"
2020-09-18,"work_related",94.95,,0.0982202191340102,,,"1574014"
2020-09-19,"work_related",94.18,,0.097966091788256,,,"1574014"
2020-09-20,"work_related",94.18,,0.0978390281153789,,,"1574014"
